,name,image,keys,points,calories,summary
324,20-Minute Veggie Lo Mein Bowl,https://www.skinnytaste.com/wp-content/uploads/2023/04/20-Minute-Lo-Mein-5-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'MP', 'Q', 'V']",9,354.0,"This quick and easy, 20-Minute Veggie Lo Mein Bowl is perfect if you need a healthy vegetarian or vegan dinner idea!"
325,Roasted Carrots,https://www.skinnytaste.com/wp-content/uploads/2022/12/Herb-Roasted-Carrots-1-5-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'V', 'W']",2,106.0,"These easy Roasted Carrots with bake in the oven with garlic and fresh herbs like thyme, and parsley. They’re a healthy side dish that goes well with any protein, like lamb, roasted chicken or turkey."
326,Artichoke Pie,https://www.skinnytaste.com/wp-content/uploads/2023/03/Artichoke-Pie-6-260x390.jpg,[],7,229.0,This 7-ingredient Artichoke Pie recipe is perfect for Easter or Mother’s Day brunch or as a light meal with a salad.
327,Ground Turkey with Potatoes and Spring Peas,https://www.skinnytaste.com/wp-content/uploads/2011/05/Ground-Turkey-with-Potatoes_1-8-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'Q', 'W']",6,209.0,"Ground Turkey with Potatoes and Spring Peas, cumin and cilantro makes a quick and easy weeknight dinner."
328,Italian Sub Broccoli Salad,https://www.skinnytaste.com/wp-content/uploads/2023/03/Italian-Sub-Broccoli-Spoon-Salad-5-260x390.jpg,"['GF', 'HP', 'HF', 'MP', 'Q']",9,373.0,"This Italian broccoli salad is loaded with your favorite Italian hero fillings, like salami, ham, pepperoncini, mozzarella, and provolone. A flavorful make-ahead lunch!"
329,5-Ingredient Salmon Salad (easy lunch idea),https://www.skinnytaste.com/wp-content/uploads/2023/03/Salmon-Salad-5-260x390.jpg,"['DF', 'GF', 'HP', 'LC', 'Q', 'W']",1,139.0,"You’ve tried tuna salad and chicken salad, but have you ever eaten salmon salad? You can make this healthy high-protein lunch with leftover salmon or poach it in the microwave in two minutes!"
330,Baked Shrimp Parmesan Hero,https://www.skinnytaste.com/wp-content/uploads/2011/09/Shrimp-Parmigiana-Hero-9-260x390.jpg,"['GF', 'KF', 'Q']",11,433.0,"You’ve had Chicken Parmesan, but have you ever tried a Shrimp Parmesan Hero? So good, made with baked breaded shrimp marinara and mozzarella. "
331,Parmesan Asparagus Fries,https://www.skinnytaste.com/wp-content/uploads/2023/03/Parmesan-Asparagus-Fries-6-260x390.jpg,"['AF', 'DF', 'GF', 'KF', 'Q', 'V']",5,110.0,"These crisp, golden, and delicious Parmesan asparagus fries are a tasty way to eat your veggies! Bake them in the oven or make them in the air fryer!"
332,Broiled Tilapia Oreganata,https://www.skinnytaste.com/wp-content/uploads/2008/03/Broild-Tilapia-Oreganata-7-260x390.jpg,"['GF', 'HP', 'KF', 'LC', 'Q']",2,219.0,Broiled Tilapia Oreganata is my favorite way to make tilapia when I’m craving fish for a quick weeknight meal.
333,Hash Brown Egg White Nests,https://www.skinnytaste.com/wp-content/uploads/2011/06/Hash-Brown-Egg-White-Nests-6-260x390.jpg,['GF'],2,134.0,"These tasty, protein-packed hash brown egg white nests are a great way to start your day off right, and an easy make-ahead breakfast!"
334,Tofu Poke Bowl,https://www.skinnytaste.com/wp-content/uploads/2023/03/Tofu-Poke-Bowl-8-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'MP', 'V']",7,520.0,"If you want a tasty plant-based dinner, you’ll love these vegan Tofu Poke Bowls that replace tuna poke with tofu."
335,12 Easy Homemade Meatloaf Recipes,https://www.skinnytaste.com/wp-content/uploads/2023/03/meatloaf-roundup-260x390.png,[],,,"If you ask me, meatloaf is one of the most underrated dinner ideas. Try these 12 Easy Meatloaf Recipes made with juicy ground turkey or lean beef and flavorful ingredients for your next family dinner. "
336,Broccoli Cheddar Soup,https://www.skinnytaste.com/wp-content/uploads/2023/03/Broccoli-Cheddar-Soup-8-260x390.jpg,"['GF', 'KF', 'V']",7,242.0,"This classic Broccoli Cheddar Soup recipe is a delicious, comforting soup that can be enjoyed year-round for lunch or dinner. "
337,Baked Salmon Cakes,https://www.skinnytaste.com/wp-content/uploads/2013/12/Baked-Salmon-Cakes-6-260x390.jpg,['GF'],3,87.0,"These healthy baked salmon cakes are perfect as an appetizer with my zesty avocado dressing, or make it a meal with salad, roasted veggies or rice on the side. A great way to use up leftover salmon! "
338,Classic Chicken Salad Recipe,https://www.skinnytaste.com/wp-content/uploads/2008/07/Classic-Chicken-Salad-4-260x390.jpg,"['DF', 'GF', 'HP', 'KF', 'LC', 'MP', 'Q']",1,131.0,"My quick and easy, classic chicken salad recipe made healthier and lighter to make the perfect homemade chicken salad sandwich. The perfect cold lunch for meal prep!"
339,Turkey Shepherd’s Pie Stuffed Sweet Potato,https://www.skinnytaste.com/wp-content/uploads/2023/03/Shepherds-Pie-Stuffed-Sweet-Potato-7-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'KF', 'MP']",9,401.0,"Inspired by my Shepherd’s Pie, I made an easy and healthy, stuffed sweet potato topped with ground turkey shepherds pie filling – it came out great!"
340,Filipino Chicken Adobo,https://www.skinnytaste.com/wp-content/uploads/2010/11/Filipino-Adobo-Chicken-1-3-260x390.jpg,"['DF', 'GF', 'HP', 'KF', 'LC']",6,175.0,"Filipino Chicken Adobo, the national dish of the Philippines is the most delicious chicken braised in vinegar, soy sauce and lots of garlic."
341,Linguini and Shrimp Fra Diavolo,https://www.skinnytaste.com/wp-content/uploads/2012/05/Linguine-and-Shrimp-Fra-Diavolo-7-260x390.jpg,"['DF', 'GF', 'HF', 'Q']",7,385.0,"You’ll love this spicy, Italian-American Shrimp dish served over linguini, perfect for seafood lovers!"
342,11 Easy Lettuce Wraps,https://www.skinnytaste.com/wp-content/uploads/2023/03/easy-lettuce-wrap-recipes-260x390.png,['LC'],,,"These 11 recipes for easy lettuce wraps are perfect anytime you need a light and fresh meal. Each wrap is healthy, low-carb, and packed with flavor. "
343,Honey-Mustard Air Fryer Pork Chops,https://www.skinnytaste.com/wp-content/uploads/2023/02/Air-Fryer-Honey-Mustard-Pork-Chops-8-260x390.jpg,"['AF', 'DF', 'FM', 'GF']",8,241.0,"These crispy Honey-Mustard Air Fryer Pork Chops are marinated in honey mustard, breaded with panko, and air fried until golden."
344,Skinnytaste Simple – Cookbook Cover Reveal,https://www.skinnytaste.com/wp-content/uploads/2023/03/Homo_9780593235614_cover-260x390.jpg,[],,,"Exciting news! My newest cookbook Skinnytaste Simple: Easy, Healthy Recipes with 7 Ingredients or Fewer is out for pre-order!"
345,Tropical Chia Pudding Breakfast Bowl (High Protein),https://www.skinnytaste.com/wp-content/uploads/2023/02/Tropical-Chia-Pudding-Breakfast-Bowl-11-260x390.jpg,"['GF', 'HP', 'HF', 'KF', 'MP', 'V']",5,305.0,"This easy, high-protein, Tropical Chia Pudding Breakfast Bowl is creamy and delicious, made with chia seeds, Greek yogurt, mango and kiwi."
346,Short Rib Soup (Instant Pot or Stove),https://www.skinnytaste.com/wp-content/uploads/2023/03/Short-Rib-Soup-10-260x390.jpg,"['DF', 'FM', 'GF', 'HP', 'KF', 'LC', 'PC']",8,206.0,This Asian-inspired Short Rib Soup with mushrooms and Swiss chard is cozy and hits the spot when you’re craving a comforting soup.
347,"30-Minute Shrimp, Peas and Rice",https://www.skinnytaste.com/wp-content/uploads/2009/05/Shrimp-Peas-_-Rice-9-260x390.jpg,"['GF', 'KF', 'Q']",9,346.0,"This 30-minute Shrimp, Peas and Rice dish is a family favorite dinner! It’s quick to cook and requires no chopping, easy prep!!"
348,"Honey Sriracha Roasted Salmon Rice Bowls (GF, DF)",https://www.skinnytaste.com/wp-content/uploads/2023/02/Honey-Sriracha-Roasted-Salmon-Bowls-7-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'Q']",8,506.0,"These 10-minute roasted salmon rice bowls and made with bite sized pieces of honey-sriracha salmon, cucumbers and avocado. So delicious! "
349,Wild Mushroom and Farro Soup,https://www.skinnytaste.com/wp-content/uploads/2023/02/Wild-Mushroom-_-Farro-Soup-3-260x390.jpg,"['FM', 'HF', 'MP']",8,331.0,"You’ll love this hearty, healthy and filling wild mushroom and farro soup recipe that eats like a meal!"
350,Cabbage Soup with Chicken and Pork,https://www.skinnytaste.com/wp-content/uploads/2009/02/Cabbage-Soup-with-Chicken-and-Pork-6-260x390.jpg,"['FM', 'GF', 'HP', 'LC']",4,217.0,"This hearty cabbage soup with chicken, pork and lots of vegetables is a simple one pot meal. "
351,"Spicy Gochujang Tofu Bowl (Vegan, Gluten-Free)",https://www.skinnytaste.com/wp-content/uploads/2023/02/Spicy-Gochujang-Tofu-Bowls-6-260x390.jpg,"['DF', 'HP', 'HF', 'MP', 'V']",9,473.0,"If you want to turn a non-tofu lover into a believer, crumble it up! This vegan Spicy Gochujang Tofu Bowl is loaded with protein, veggies, and tons of flavor!"
352,Air Fryer Salmon with Maple Soy Glaze (5 Ingredients),https://www.skinnytaste.com/wp-content/uploads/2019/08/Air-Fryer-Salmon-with-Maple-Soy-Glaze-7-260x390.jpg,"['AF', 'DF', 'GF', 'KF', 'Q']",3,292.0,Air Fryer Salmon with Maple Soy Glaze is a quick and easy way to cook salmon with just 5 ingredients! Delicious and cooks in under 10 minutes!
353,Chicken Divan,https://www.skinnytaste.com/wp-content/uploads/2010/12/Lightened-Up-Chicken-Divan-8-260x390.jpg,"['FM', 'GF', 'HP', 'KF']",5,387.0,"This lightened up Chicken Divan made from scratch with no canned soups. Just layers of tender chicken breast and broccoli in a flavorful creamy, cheese sauce topped with golden breadcrumbs. "
354,Air Fryer Breaded Cubed Steak,https://www.skinnytaste.com/wp-content/uploads/2023/02/Air-Fryer-Breaded-Cubed-Steak-11-260x390.jpg,"['AF', 'DF', 'HP', 'Q']",6,328.0,"This breaded cubed steak recipe (bistec empanizado) is a Puerto Rican staple, and making it in the air fryer is easy and healthier!"
355,Chicken Tenders Parmesan,https://www.skinnytaste.com/wp-content/uploads/2023/02/Chicken-Fingers-Parmesan-Casserole-10-260x390.jpg,"['HP', 'KF']",6,376.0,"Quick and easy to prepare, this Baked Chicken Tenderloin Parmesan is a family-friendly weeknight dish, prepared with just a handful of simple ingredients. One of my all-time favorite chicken tenderloin recipes!"
356,Perfect Filet Mignon for Two,https://www.skinnytaste.com/wp-content/uploads/2015/02/filet-mignon-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'W']",6,246.0,"Learn how to cook the perfect filet Mignon with this easy, foolproof recipe to make at home – great for date night!"
357,High Protein Egg White Muffins with Turkey Bacon,https://www.skinnytaste.com/wp-content/uploads/2023/02/Egg-White-Muffins-with-Turkey-Bacon-Cottage-Cheese-and-Veggies-8-260x390.jpg,"['GF', 'HP', 'LC', 'MP']",2,144.0,"Meal prep these delicious, high-protein Egg White Muffins with turkey bacon, cottage cheese, and veggies for a quick breakfast on the go!"
358,Buffalo Chicken Dip,https://www.skinnytaste.com/wp-content/uploads/2010/02/Slow-Cooker-Buffalo-Chicken-Dip-5-260x390.jpg,"['GF', 'LC', 'SC', 'Q']",3,121.0,"This Buffalo Chicken Dip has everything you love about buffalo wings, only made into a dip – the perfect party appetizer, no messy hands! Make it in the oven with a rotisserie chicken or from scratch in the slow cooker."
359,Chocolate Brownie Date Balls,https://www.skinnytaste.com/wp-content/uploads/2023/02/Chocolate-Brownie-Date-Balls-8-260x390.jpg,"['DF', 'GF', 'Q', 'V']",5,153.0,"These Chocolate Date Balls are perfect when you need that sweet chocolate fix. Made with Medjool dates, pumpkin, and cocoa powder they’re rich, sweet, and offer a great afternoon energy boost. No-bake and easy to prepare!"
360,Baked Buffalo Chicken Jalapeño Poppers,https://www.skinnytaste.com/wp-content/uploads/2014/01/Baked-Buffalo-Chicken-Jalapeno-Poppers-11-260x390.jpg,['GF'],3,92.0,I love jalapeño poppers AND buffalo chicken so I decided to combine them both and really spice things up!
361,"Buffalo Chicken Lettuce Wraps (Slow Cooker, Instant Pot)",https://www.skinnytaste.com/wp-content/uploads/2012/04/Crockpot-Buffalo-Chicken-Lettuce-Wraps-3-260x390.jpg,"['DF', 'GF', 'LC', 'PC', 'SC', 'W']",0,147.5,"Buffalo Chicken Lettuce Wraps, delicious, low-carb lettuce wraps topped with shredded carrots, celery and my homemade light blue cheese dressing."
362,"Loaded Nachos with Ground Turkey, Beans and Cheese",https://www.skinnytaste.com/wp-content/uploads/2010/05/Skinny-Loaded-Nachos-6-260x390.jpg,"['GF', 'KF', 'Q']",9,386.0,"These Loaded Nachos with Turkey, Beans and Cheese are made with baked tortilla chips, lean ground turkey, black bean dip, cheese and pico de gallo."
363,Air Fryer Egg Salad,https://www.skinnytaste.com/wp-content/uploads/2023/01/Air-Fryer-Egg-Salad-4-260x390.jpg,"['AF', 'DF', 'GF', 'LC', 'Q', 'V']",4,237.0,"The air fryer is not a way you would think to make egg salad, but that’s how I do it! It’s so easy to make hard boil eggs in the air fryer – you don’t even have to add water!"
364,Stuffed Buffalo Chicken Breasts,https://www.skinnytaste.com/wp-content/uploads/2012/07/Stuffed-Buffalo-Chicken-Breasts-6-260x390.jpg,"['FM', 'GF']",4,172.0,"Buffalo Stuffed Chicken Breasts are filled with cheese, shredded carrots, and minced celery, and then rolled, breaded, baked, and drizzled with hot sauce. Sound enticing? It should be – this is good stuff!"
365,5-Minute Microwave Salmon Rice Bowl with Bok Choy,https://www.skinnytaste.com/wp-content/uploads/2023/02/5-Minute-Glazed-Salmon-Rice-Bowl-13-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'Q']",5,533.0,"If you don’t have time to cook, you’ll love this 5-minute Salmon Rice Bowl with Bok Choy made in the microwave!"
366,Pasta Fagioli (Pasta and Beans),https://www.skinnytaste.com/wp-content/uploads/2008/12/Pasta-Fagioli-5-260x390.jpg,"['DF', 'FM', 'GF', 'HF', 'KF', 'PC', 'Q', 'V']",4,262.5,"Italian Pasta Fagioli (Pasta and Beans) is a great tasting, hearty, vegetarian pasta and bean soup – the perfect vegetarian dinner for a cold night."
367,Buffalo Chicken Meatballs,https://www.skinnytaste.com/wp-content/uploads/2015/01/SkinnyChickenBuffaloMeatballs-260x390.jpg,"['KF', 'LC', 'Q']",1,37.0,"These healthy buffalo chicken meatballs are a great option for a weeknight dinner, game day snack, or party appetizer. Serve them with celery sticks and blue cheese dressing for dipping, or enjoy them on their own."
368,Raw Beet Salad with Apples and Carrots,https://www.skinnytaste.com/wp-content/uploads/2023/02/Raw-Beet-Salad-6-260x390.jpg,"['DF', 'GF', 'KF', 'Q', 'V']",2,112.0,"Crunchy, bright and sweet, the healthy Raw Beet Salad with Apples and Carrots is a delicious way to eat beets! Just 5 ingredients not counting salt."
369,Teriyaki Shrimp Quinoa Bowls with Mango-Cucumber Salsa,https://www.skinnytaste.com/wp-content/uploads/2023/01/Teriyaki-Shrimp-Quinoa-Bowls-with-Mango-Cucumber-Salsa-5-260x390.jpg,"['DF', 'GF', 'HP', 'HF']",6,352.0,"These fresh and delicious Teriyaki Shrimp Quinoa Bowls seasoned with honey, ginger, and soy sauce are topped with avocado and a Mango-Cucumber Salsa."
370,Black Beans and Rice,https://www.skinnytaste.com/wp-content/uploads/2023/01/Rice-and-Black-Beans-5-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'V']",6,236.0,"This quick and easy recipe for Black Beans and Rice is delicious! Made with sofrito, canned black beans and long-grain rice."
371,Tortilla Encrusted Chicken Tenders,https://www.skinnytaste.com/wp-content/uploads/2016/10/Tortilla-Encrusted-Chicken-Tenders-5-260x390.jpg,"['DF', 'GF', 'KF', 'Q']",4,331.0,"Tortilla Encrusted Chicken Tenders coated with seasoned crushed tortilla chips and served with salsa. An easy, family weeknight dish!"
372,Air Fryer Breakfast Banana Split,https://www.skinnytaste.com/wp-content/uploads/2023/01/Air-Fryer-Breakfast-Banana-Split-5-260x390.jpg,"['AF', 'KF', 'Q']",5,286.0,"If you need a quick and healthy breakfast, you’ll love this six-minute Air Fryer Breakfast Banana Split!"
373,Red Thai Coconut Curry Shrimp,https://www.skinnytaste.com/wp-content/uploads/2023/01/Thai-Coconut-Curry-Shrimp-8-260x390.jpg,"['DF', 'GF', 'LC']",2,136.0,"If you love Thai food, you’ll love this easy Red Thai Coconut Curry Shrimp, the perfect balance of sweet, spicy and savory flavors!"
374,Ground Turkey Skillet with Sweet Potatoes and Black Bean,https://www.skinnytaste.com/wp-content/uploads/2023/01/Ground-Turkey-Skillet-with-Sweet-Potatoes-and-Black-Beans-7-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'MP']",8,394.0,"This quick and easy Ground Turkey Skillet with sweet potatoes, black beans, corn, and tomatoes is perfect for meal prep. So filling and flavorful!"
375,Avgolemono Chicken and Rice Soup,https://www.skinnytaste.com/wp-content/uploads/2023/01/Avgolemono-Soup-8-1-260x390.jpg,"['DF', 'GF', 'HP', 'KF', 'Q']",6,265.0,"You’ll love this delicious, silky Greek Avgolemono soup filled with chicken, rice and dill with a lemon-egg sauce. Delish!"
376,Pavlova,https://www.skinnytaste.com/wp-content/uploads/2011/01/Strawberry-Kiwi-Pavlova_14-260x390.jpg,['GF'],11,221.5,"Pavlova is an elegant yet light dessert made with whipped egg whites and sugar, then topped with cream and fresh fruit. It’s almost too pretty to eat, but it’s easier to make than you think!"
377,Broccoli Salad,https://www.skinnytaste.com/wp-content/uploads/2023/01/Broccoli-Salad-7-260x390.jpg,"['GF', 'LC', 'MP', 'Q']",5,171.0,"Delicious Broccoli Salad made with bacon, sunflower seeds, red onion, and goat cheese mixed with a creamy Greek yogurt-mayo sauce. So good!"
378,Braised Kale with Pancetta,https://www.skinnytaste.com/wp-content/uploads/2022/12/Braised-Kale-with-Pancetta-7-260x390.jpg,"['DF', 'GF', 'HF', 'LC', 'W']",2,115.0,"Braised Kale with pancetta, garlic, and onion, a healthy side dish to pair with any protein, is a tasty way to eat your greens!"
